numero,empresa,cnpj,forma_do_registro,modalidade,objeto,gestor,fiscal_tecnico,fiscal_administrativo,ato_de_nomeacao,valor,data_inicio,data_termino,vigencia_na_colheita,empresa_sancionada,recebeu_ordem_bancaria,as_of
001-23,CAIXA ECONÔMICA FEDERAL,00360305000104,cnpj,Permissão de Uso,Permissão de uso de área pública na CLDF para inslalação de 1 posto de atendimento eletrônico.,,Debora Kelly Garcia/ Lorena Rezende do Prado,,"PSG nº 199, de 11/08/2023 DCL nº 173, 15/08/2023","47,40",2023-07-23,2028-07-22,vigente,não,não,2026-06-26T15:56:41
015-23,UNIVERSIDADE PATATIVA ASSARÉ - UPA,05342580000119,cnpj,Pregão,Contratação de instituição credenciada como Agente de Integração Escola-Empresa com o objetivo de propiciar a plena operacionalização de estágio de estudantes,Gabriela Pace Carreira Bittencourt / Daisy Diniz Lopes Rocha,Nívea Caixeta Dos Santos / Vitor Nascimento Ferreira,,"PSG nº 312, de 24/10/2025, DCL nº 239, de 30/10/2025.","2.441.198,88",2023-07-26,2028-07-25,vigente,não,sim,2026-06-26T15:56:41
014-23,ENVIA - AGÊNCIA DE PUBLICIDADE E PROPAGANDA LTDA (Antiga FERNANDA F PONTIN),10277241000136,cnpj,Dispensa,"Prestação de serviços de leitura contínua e ininterrupta do Diário de Justiça para a Câmara Legislativa do Distrito Federal, conforme condições, quantidades e exigências estabelecidas neste Aviso de Contratação Direta e seus anexos",,BRUNA ALVES ZANATTA/ VANDERLEI SILVA CARNEIRO F,,"PSG nº 10, de 11/01/2023, DCL nº 11, de 15/01/2023.","1.966,92",2023-07-28,2028-07-27,vigente,não,sim,2026-06-26T15:56:41
034-23,TIM S.A.,02421421000111,cnpj,Pregão,"Contratação de linhas telefônicas móveis (chips habilitados com características depós pago) que possuem comunicação de voz e dados, acesso à Internet, correio eletrônico e mensagens de texto.",,Gustavo Trindade Oliveira / Bárbara de Carvalho Gomes,,"PSG nº 266, de 24/10/2023, DCL nº 231 de 26/10/2023","86.571,60",2023-10-24,2028-08-02,vigente,não,sim,2026-06-26T15:56:41
022-23,ESCRITÓRIO CENTRAL DE ARRECADAÇÃO E DISTRIBUIÇÃO - ECAD,00474973000162,cnpj,Inexigibilidade,"Autorização, em caráter não exclusivo para execução pública de obras musicais, literomusicais e de fonogramas, incluídos em suas programações de televisão, através de sinal aberto para localidade de Brasília, no DF",Flavio Correa Ferreira / Andrea Heloiza Goulart,Guilherme do Carmo Oliveira Feijó / Felipe Machado Porto,,"PSG n. 005 de 12/01/2026, DCL n. 9, de 16/01/2026","58.823,40",2023-09-14,2028-09-14,vigente,não,sim,2026-06-26T15:56:41
023-23,VISUAL SISTEMA ELETRÔNICO LTDA,23921349000161,cnpj,Inexigibilidade,"Assistência técnica especializada, compreendendo a manutenção em caráter preventivo, corretivo e evolutivo nos Sistemas Eletrônicos de Votação instalados no Plenário da Câmara Legislativa do Distrito Federal, inclusos equipamentos e acessórios, substituição integral de peças, módulos de reposição, mão de obra especializada, atualizações de versões do software, incluindo disponibilização de versão web, seu módulo de votação remota e todos os outros previamente contratados, assegurando a garantia de funcionamento, conforme especificações constantes no Contrato 24/2019 e seus aditivos, de forma continuada e habitual, conforme o Termo de Referência (doc. SEI 1298085).",Eduardo Correa Rodrigues / Michel Alves Da Silva,Luis Gustavo Bonifácio Gomes / Gláucio Fernando Beserra Pinheiro,Mauricio Pinto Cauchioli / Jean Marconi De Oliveira Carvalho,"PSG nº 300, de 21/10/2025, DCL nº 233, de 22/10/2025.","1.170.637,70",2026-03-22,2028-09-21,vigente,não,sim,2026-06-26T15:56:41
ACT 009-23,ASSOCIAÇÃO BRASILIENSE DE CRONISTAS DESPORTIVOS - ABCD,00720722000110,cnpj,Acordo de Cooperação,"Promoção, a produção e a veiculação de material audiovisual em ações de interesse mútuo, na área do desporto, entre a CÂMARA LEGISLATIVA DO DISTRITO FEDERAL, por meio da TV CÂMARA DISTRITAL e a ASSOCIAÇÃO BRASILIENSE DE CRONISTAS DESPORTIVOS (ABCD).",Flavio Correa Ferreira,Andrea Heloiza Goulart,,"PSG n. 04 de 05/01/2024, DCL n.09, de 11/01/2024",,2023-10-02,2028-10-01,vigente,não,não,2026-06-26T15:56:41
031-23,WMED UTI MOVEL SERVICOS DE SAUDE LTDA,07720240000100,cnpj,Pregão,Contratação de serviços pré-hospitalares móveis de urgência e emergência com ambulância de suporte avançado (tipo d - uti móvel) para a CLDF,,Raimundo Benício Sousa Júnior / Fernando de Melo Barbosa Sousa,,"PSG nº 26, de 04/02/2025, DCL nº 28, de 06/02/2025","670.599,00",2023-10-11,2028-10-11,vigente,não,sim,2026-06-26T15:56:41
032-23,DELL COMPUTADORES DO BRASIL LTDA,72381189000110,cnpj,Inexigibilidade,"Prestação de serviços de suporte, manutenção preventiva e corretiva, em hardware e software, on-site e remoto, incluindo fornecimento e substituição de peças para os equipamentos de storage, switches SAN, switches ToR, chassis e servidores do Datacenter",Jan Riella / Cleber Marcos Toledo,Paulo Jorge Lino Silva Júnior / Alexandre Pereira Molina,Wilker Carvalho Leite da Silva / Ana Paula Prado Conde,"PSG n. 378 de 19/12/2025, DCL n. 284, de 19/12/2025","780.224,91",2023-11-14,2028-11-14,vigente,não,sim,2026-06-26T15:56:41
041-23,TORINO INFORMATICA LTDA,03619767000515,cnpj,Pregão,"Fornecimento de equipamentos de Tecnologia da Informação (Desktop tipo I, Desktop tipo II e Monitor vídeo comum), visando atender às necessidades da CLDF.",Hugo de Paula Santos / Manoel Carlos Pereira,Ornelio Oliveira dos Santos / Ricardo Campos Silva,Vanessa Santana Anziliero,"PSG n. 298, de 12/12/2023, DCL n. 263 de 13/12/2023","2.457.500,00",2023-11-24,2028-11-24,vigente,não,sim,2026-06-26T15:56:41
042-23,MICROTECNICA INFORMATICA LTDA,01590728000930,cnpj,Pregão,"Fornecimento de equipamentos de Tecnologia da Informação (Monitor de vídeo multimídia), visando atender às necessidades da CLDF.",Hugo de Paula Santos / Manoel Carlos Pereira,Ornelio Oliveira dos Santos / Ricardo Campos Silva,Vanessa Santana Anziliero,"PSG n. 299, de 12/12/2023, DCL n. 263 de 13/12/2023","658.440,00",2023-11-24,2028-11-24,vigente,não,sim,2026-06-26T15:56:41
043-23,PERFIL COMPUTACIONAL LTDA,02543216001109,cnpj,Pregão,"Fornecimento de equipamentos de Tecnologia da Informação (Notebook), visando atender às necessidades da CLDF.",Hugo de Paula Santos / Manoel Carlos Pereira,Ornelio Oliveira dos Santos / Ricardo Campos Silva,Vanessa Santana Anziliero,"PSG n. 300, de 12/12/2023, DCL n. 263 de 13/12/2023","841.500,00",2023-11-24,2028-11-24,vigente,não,sim,2026-06-26T15:56:41
011-18,BANCO DE BRASÍLIA S/A-BRB,00000208000100,cnpj,Acordo de Cooperação,"Prestação de serviços de abertura de contas específicas destinadas a abrigar recursos na forma da Lei. n° 4.636/2011 e regulamentações, bem como viabilizar o acesso da CLDF aos saldos, extratos e movimentações dos recursos das referidas contas.",Andrea Maria Oliveira Gomes,Cláudio M. Martins/Ivaldo V. Pádua/Osmar R. Silva,,"PSG 05, de 18/01/2019, DCL nº 17, de 21/01/2019",,2023-12-04,2028-12-03,vigente,não,sim,2026-06-26T15:56:41
064-25,TELEFONICA BRASIL S.A.,02558157013574,cnpj,Pregão,"Aquisição, por Ata de Registro de Preços, de 60 licenças Microsoft Windows Server Standard 2022 Core ALng 16 Core com Software Assurance de 36 meses",Jan Riella / Paulo Jorge Lino Silva Junior,Cleber Marcos de Toledo / Alberto Campos Siqueira,Thaís Predebon Cardoso / Ludimilla Costa Silva Alves,"PSG n° 008, de 19/01/2026, DCL n° 12 de 21/01/2026.","623.926,80",2025-12-08,2028-12-07,vigente,não,sim,2026-06-26T15:56:41
090-24,REPREMIG REPRESENTACAO E COMERCIO DE MINAS GERAIS LTDA,65149197000251,cnpj,Pregão,"Aquisição equipamentos de Tecnologia da Informação: Lousa Interativa Digital touchscreen, visando atender às necessidades da Câmara Legislativa do Distrito Federal, de acordo com as especificações e as exigências constantes termo de referência  Anexo I do Edital.",Paulo Roberto Alves Gonzaga / Manoel Carlos Pereira,Ornelio Oliveira dos Santos / Ricardo Campos Silva,,"PSG nº 05 de 15/01/2025, DCL nº 17 de 22/01/2025","137.970,00",2025-01-02,2029-01-02,vigente,não,sim,2026-06-26T15:56:41
009-25,SINERGICA - SERVICOS DE ELETRICIDADE LTDA,43017238000132,cnpj,Pregão,"Fornecimento e instalação de 02 (dois) equipamentos nobreak com potência mínima de 60kva cada, expansíveis a até no mínimo 80kva, 02 (dois) bancos de baterias com autonomia mínima de 45 minutos a 30kva em cada nobreak, conforme projeto a ser apresentado pela contratada, de acordo com as especificações e as exigências constantes no Termo de Referência  Anexo I do Edital.",Jan Riella / Paulo Jorge Lino Silva Junior,Cleber Marcos De Toledo,Hugo de Paula Santos / Emanoel Wercelens Pinheiro,"PSG nº. 187, de 23/06/2026, DCL nº. 130, de 24/06/2026","299.999,98",2025-01-16,2029-01-16,vigente,não,sim,2026-06-26T15:56:41
027-23,RIOPRO INFORMATICA LTDA,03828805000116,cnpj,Inexigibilidade,"Contratação, POR INEXIGIBILIDADE DE LICITAÇÃO, de serviços contínuos de suporte e manutenção evolutiva para os sistemas de gestão dos bens permanentes (patrimônio) e dos bens de consumo (almoxarifado).",,Pedro Henrique Oliveira Giraldes / Lucas Moura Dias,,"PSG nº 155, de 03/06/2026, DCL nº 113, de 09/06/2026.","138.000,00",2024-01-31,2029-01-30,vigente,não,sim,2026-06-26T15:56:41
ACT 017-25,DEFENSORIA PÚBLICA DO DISTRITO FEDERAL - DPDF,,vazio,Acordo de Cooperação,"Serviços da Procuradoria Especial da Mulher da CLDF, com a prestação de assistência jurídica integral, gratuita e de qualidade às mulheres, com a criação do Núcleo de Atendimento à Mulher, da Procuradoria da Mulher da CLDF, NUAT  PEM/CLDF- DPDF",,,,,,2025-01-30,2029-01-30,vigente,não,não,2026-06-26T15:56:41
010-26,NCT INFORMATICA LTDA,03017428000135,cnpj,Pregão,"Aquisição de solução de gerenciamento de contas e de acessos privilegiados (licença temporária), incluindo os serviços de instalação e configuração, operação assistida, capacitação, bem como garantia e suporte técnico por 36 (trinta e seis) meses",Jan Riella / Fábio Virgilio de Souza Neves,Aimbere Giannaccini / Ronaldo Marciano da Silva,Isabella Pinheiro Tavares / Ludimilla Costa Silva Alves,"PSG nº 89, de 23/03/2026, DCL nº 56, de 25/03/2026","2.436.963,85",2026-03-17,2029-03-17,vigente,não,sim,2026-06-26T15:56:41
009-24,SIMPRESS COMERCIO LOCACAO E SERVICOS LTDA,07432517000107,cnpj,Pregão,"Contratação de empresa especializada para prestação de serviços de impressão, cópia e digitalização (outsourcing de impressão), monitoramento e a contabilização dos serviços contratados contemplando, ainda, o fornecimento de equipamentos para digitalização, impressões monocromáticas e policromáticas, com fornecimento de todos os insumos (exceto o papel) e reposição de peças, além dos serviços de instalação, manutenção e assistência técnica especializada dos equipamentos, para atender as necessidades da CLDF.",Manoel Carlos Pereira / Marlon Fleury,Mardem da Silva Teles Filho / Ricardo Augusto Lobo,Hugo de Paula Santos / Isabella Pinheiro Tavares,"PSG nº. 190, de 24/06/2026, DCL nº. 133, de 26/06/2026","441.250,08",2024-04-19,2029-04-19,vigente,não,sim,2026-06-26T15:56:41
035-24,DROGARIA SAO MIGUEL ARCANJO LTDA,04941693000178,cnpj,Pregão,Fornecimento parcelado de insumos de enfermagem e de medicamentos para o Setor de Saúde da Câmara Legislativa do Distrito Federal (SAS/CLDF,,Felipe César Stabnow Santos / Bárbara de Albuquerque Berçot,,"PSG n. 198 de 16/07/2025, DCL n. 146, de 17/07/2025.","85.407,12",2024-07-30,2029-07-30,vigente,não,sim,2026-06-26T15:56:41
ACT 014-24,"UNIVERSIDADE DO DISTRITO FEDERAL, PROFESSOR JORGE AMAURY MAIA NUNES (UnDF)",43061297000108,cnpj,Acordo de Cooperação,"O presente ACORDO DE COOPERAÇÃO TÉCNICA tem por objeto a cooperação entre a Universidade do Distrito Federal (UnDF) e a Câmara Legislativa do Distrito Federal (CLDF), por intermédio da Escola do Legislativo (ELEGIS), com foco no intercâmbio de conhecimento, informações e experiências, ou quaisquer outras atividades de interesse comum das partes na área de educação para a cidadania e educação política, bem como ao desenvolvimento de projetos, estudos e atividades de pesquisa técnico-científica, referentes à Câmara Legislativa.",,Pollyanna Costa Miranda / Bárbara Valle Carvalho Mafra de Sá,,"PSG nº 227, de 14/10/2024, DCL nº 228, de 17/10/2024","0,00",2024-10-09,2029-10-08,vigente,não,não,2026-06-26T15:56:41
055-24,EM2 IT SOLUTIONS SERVICOS EM TECNOLOGIA DA INFORMACAO LTDA,05699150000159,cnpj,Pregão,"Aquisição de Subscrição (Licenças Temporárias) de produtos VMware, integrantes da infraestrutura computacional da CLDF (Câmara Legislativa do Distrito Federal), com garantia, atualização e suporte técnico, conforme condições e exigências estabelecidas neste instrumento, de acordo com as especificações e as exigências constantes no Termo de Referência  Anexo I do Edital.",Pedro Cunha Rêgo Célestin,Paulo Jorge Lino Silva Junior,Jan Riella / Thais Predebon Cardoso,"PSG nº 77, de 17/03/2026, DCL nº 52, de 19/03/2026","4.305.600,00",2024-10-29,2029-10-28,vigente,não,sim,2026-06-26T15:56:41
057-24,DECISION SERVICOS DE TECNOLOGIA DA INFORMACAO LTDA,03535902000110,cnpj,Pregão,"Aquisição de Infraestrutura de Rede de Computação com garantia e suporte técnico pelo período de 60 (sessenta) meses, para compor a rede de processamento de dados da CLDF, de acordo com as especificações e as exigências constantes no Termo de Referência (SEI 1790836) LOTE (GRUPO) 01 - Anexo I do Edital:",Pedro Cunha Rêgo Célestin,Paulo Jorge Lino Silva Junior,Jan Riella / Thais Predebon Cardoso,"PSG nº 76, de 16/03/2026, DCL nº 51, de 18/03/2026.","723.000,00",2024-10-29,2029-10-28,vigente,não,sim,2026-06-26T15:56:41
ACT 165-24,CÂMARA DOS DEPUTADOS,00530352000159,cnpj,Acordo de Cooperação,"Cooperação entre a Câmara dos Deputados e a CLDF com o objetivo de promover o intercâmbio, a pesquisa e a cooperação técnicocientífica, social, histórica, artística e cultural, visando ao desenvolvimento e à modernização institucional.",,Gerson André da Silva e Silva / Gabriela Pace Carreira Bittencourt,,"PSG nº 283, de 02/12/2024. DCL nº 266, de 04/12/2024",,2024-11-19,2029-11-18,vigente,não,não,2026-06-26T15:56:41
054-24,H3D SOLUCOES DE TELEINFORMATICA LTDA,14062549000115,cnpj,Pregão,"Serviço de manutenção e reposição de peças da central telefônica da Câmara Legislativa do Distrito Federal, de acordo com as especificações e as exigências constantes no Termo de Referência  Anexo I do Edital.",,Gustavo Trindade Oliveira / Barbara de Carvalho Gomes,,"PSG nº 257 de 07/11/2024, DCL nº 246 de 12/11/2024.","61.872,48",2024-12-03,2029-12-02,vigente,não,sim,2026-06-26T15:56:41
,AGÊNCIA NACIONAL DE SAÚDE SUPLEMENTAR-ANS,03589068000146,cnpj,,"A entrega do código-fonte do Sistema de Programa de Gestão (SPG) da ANS, com sua estrutura e sem nenhum dado, de qualquer espécie, da ANS, para o CESSIONÁRIO.",,,,,,2025-04-02,2030-04-01,vigente,não,não,2026-06-26T15:56:41
039-25,IMPACTO AUDITORIA EM SAUDE LTDA,00609334000167,cnpj,Pregão,"Implantação e prestação de serviços operacionais e táticos de gestão do FASCAL, execução de processos de trabalho, treinamento, assessoria, consultoria e assistência presencial, com o fornecimento de estrutura integrada tecnológica e manutenção evolutiva.",Anderson Motta Barbosa / Raphaella El Haddad,Harisson de Oliveira Lima / Pedro Henrique de Oliveira Albernaz,Gustavo Trindade Oliveira,"PSG nº 252, de 17/09/2025, DCL nº 201, de 18/09/2025.","4.120.000,00",2025-09-09,2030-09-08,vigente,não,sim,2026-06-26T15:56:41
049-25,MCR SISTEMAS E CONSULTORIA LTDA,04198254000117,cnpj,Pregão,Aquisição de 5 (cinco) licenças temporárias (trinta e seis meses) do AutoCAD Revit LT Suite e 1 (uma) licença temporária (trinta e seis meses) do software Autodesk AEC Collection,,Luiz Gustavo Ribeiro / Luiz Marino Kuller,,"PSG nº 321, de 31/10/2025, DCL nº 244, de 05/11/2025","90.018,75",2025-10-30,2030-10-29,vigente,não,sim,2026-06-26T15:56:41
051-25,X7 INFORMATION TECHNOLOGY LTDA,54144564000127,cnpj,Pregão,"Aquisição de 4 (quatro) licenças temporárias (trinta e seis meses) do software Sketchup PRO, conforme condições e exigências estabelecidas no Termo de Referência  Anexo I do Edital.",,Luiz Gustavo Ribeiro / Luiz Marino Kuller,,"PSG nº 321, de 31/10/2025, DCL nº 244, de 05/11/2025","35.160,00",2025-10-30,2030-10-29,vigente,não,sim,2026-06-26T15:56:41
001-25,BRB SERVIÇOS S.A,12875569000180,cnpj,Convênio,"Para utilização do sistema de controle de margem consignável denominado CONSIGSERV, sendo a BRB serviços S.A a única e exclusiva detentora dos direitos e domínio do sistema em todo o território nacional.",,Rodrigo Jordão Dias / Rodrigo Vieira De Sousa,,"PSG nº 369, de 15/12/2025, DCL nº 279, 16/12/2025.","0,00",2025-12-01,2030-11-30,vigente,não,não,2026-06-26T15:56:41
,BANCO DE BRASÍLIA S/A - BRB,00000208000100,cnpj,Termo de Permissão de uso,"O presente termo de permissão de uso tem como objeto a permissão de uso de área pública no âmbito do Edifício Sede da Câmara Legislativa do Distrito Federal pelo PERMISSIONÁRIO, a título oneroso, destinada à prestação de serviços bancários.",,Debora Kelly Garcia / Lorena Rezende Prado,,"PSG nº 31, de 03/02/26, DCL nº 23, de 04/02/2026.",,2026-01-08,2031-01-07,vigente,não,sim,2026-06-26T15:56:41
ACT 023-26,ACADEMIA BRASILEIRA DE DIREITO ELEITORAL E POLÍTICO - ABRADEP,23083172000171,cnpj,Acordo de Cooperação,"Acordo de cooperação técnica entre a CLDF e a ABRADEP, com o objetivo de promover ações conjuntas entre a escola do legislativo e a ABRADEP para formação continuada, a difusão do conhecimento e o aprimoramento técnico-jurídico e institucional.",,,,,"0,00",2026-04-27,2031-04-27,vigente,não,não,2026-06-26T15:56:41
032-26,GRUPO VOGGA LTDA,61665785000106,cnpj,Pregão,Contratação de empresa especializada para prestação de serviços contínuos pré-hospitalares móveis de urgência e emergência com ambulância de suporte avançado (tipo d  uti móvel) para atender duas situações operacionais,,Fernando de Melo Barbosa Sousa / Letícia Felipe Felix Saúde,,"PSG n° 152, de 01/06/2026, DCL n° 112 de 08/06/2026.","503.949,60",2026-05-25,2031-05-25,vigente,não,sim,2026-06-26T15:56:41
